review_id,review_text,sentiment
821,Excellent experience with instant delivery,positive
822,Great service and friendly delivery partner,positive
823,Customer service is very bad,negative
824,Product quality is fine,neutral
825,"Super quick delivery, highly recommended",positive
826,Products were fresh and well packed,positive
827,Experience was neither good nor bad,neutral
828,Customer service is very bad,negative
829,App keeps crashing frequently,negative
830,Not happy with the overall service,negative
831,Very happy with the app and delivery speed,positive
832,Support team responded late,neutral
833,"Service is average, could be better",neutral
834,"Super quick delivery, highly recommended",positive
835,Refund process is too slow,negative
836,Products were fresh and well packed,positive
837,Not happy with the overall service,negative
838,Order arrived as expected,neutral
839,Wrong items delivered again,negative
840,Loved the quick service and fresh products,positive
841,Products were fresh and well packed,positive
842,Very happy with the app and delivery speed,positive
843,"Service is average, could be better",neutral
844,Experience was neither good nor bad,neutral
845,Product quality is fine,neutral
846,"Super quick delivery, highly recommended",positive
847,Prices are slightly high but service is okay,neutral
848,"Delivery was okay, nothing special",neutral
849,Order arrived as expected,neutral
850,Delivery time was acceptable,neutral
851,Delivery was super fast and very convenient,positive
852,"Amazing experience, will order again",positive
853,Great service and friendly delivery partner,positive
854,Smooth ordering and fast checkout,positive
855,App works fine most of the time,neutral
856,"Super quick delivery, highly recommended",positive
857,Customer service is very bad,negative
858,App keeps crashing frequently,negative
859,Order arrived as expected,neutral
860,Delivery time was acceptable,neutral
861,Delivery was very late and disappointing,negative
862,Overall experience is normal,neutral
863,App works fine most of the time,neutral
864,"Very slow delivery, not satisfied",negative
865,Delivery was very late and disappointing,negative
866,"Very slow delivery, not satisfied",negative
867,"Super quick delivery, highly recommended",positive
868,Not happy with the overall service,negative
869,App works fine most of the time,neutral
870,Products were fresh and well packed,positive
871,Smooth ordering and fast checkout,positive
872,Products were damaged and poorly packed,negative
873,Overall experience is normal,neutral
874,Smooth ordering and fast checkout,positive
875,"Very slow delivery, not satisfied",negative
876,"Service is average, could be better",neutral
877,Smooth ordering and fast checkout,positive
878,Order arrived as expected,neutral
879,Customer service is very bad,negative
880,Loved the quick service and fresh products,positive
881,Delivery time was acceptable,neutral
882,Very happy with the app and delivery speed,positive
883,Support team responded late,neutral
884,Great service and friendly delivery partner,positive
885,Delivery was very late and disappointing,negative
886,Experience was neither good nor bad,neutral
887,App works fine most of the time,neutral
888,Loved the quick service and fresh products,positive
889,Overall experience is normal,neutral
890,Products were damaged and poorly packed,negative
891,Products were damaged and poorly packed,negative
892,Products were damaged and poorly packed,negative
893,Customer service is very bad,negative
894,Overall experience is normal,neutral
895,Product quality is fine,neutral
896,"Service is average, could be better",neutral
897,App keeps crashing frequently,negative
898,Smooth ordering and fast checkout,positive
899,Great service and friendly delivery partner,positive
900,"Service is average, could be better",neutral
901,"Worst experience, order got cancelled",negative
902,Delivery was super fast and very convenient,positive
903,Very happy with the app and delivery speed,positive
904,Refund process is too slow,negative
905,"Super quick delivery, highly recommended",positive
906,"Amazing experience, will order again",positive
907,Delivery was super fast and very convenient,positive
908,Customer support was very helpful,positive
909,Excellent experience with instant delivery,positive
910,Excellent experience with instant delivery,positive
911,Loved the quick service and fresh products,positive
912,Prices are slightly high but service is okay,neutral
913,Loved the quick service and fresh products,positive
914,Very happy with the app and delivery speed,positive
915,Support team responded late,neutral
916,Products were damaged and poorly packed,negative
917,Products were damaged and poorly packed,negative
918,"Delivery was okay, nothing special",neutral
919,"Very slow delivery, not satisfied",negative
920,Overall experience is normal,neutral
921,App keeps crashing frequently,negative
922,Products were fresh and well packed,positive
923,Great service and friendly delivery partner,positive
924,Refund process is too slow,negative
925,Wrong items delivered again,negative
926,Very happy with the app and delivery speed,positive
